strain,sex,id,mouse_num,CHOL,HDL,GLU,TG,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,RBC,pctRetic,RDW,MCH,MCHC,CHCM,HDW,MCV,cHGB,mHGB,HCT,PLT,MPV,pulse,pulse_std,systolic_BP,systolic_BP_std,CV,HR,HRV,R_amplitude,RS_amplitude,N,PQ,PR,QRS,QT,QT_dispersion,QTc,QTc_dispersion,RR,ST,BMC,BMD,bone_area,total_area,LTM,pct_fat,TTM,bw
NODB6F1,f,DBF1F05,90724,92,78.8,155,126,7.58,82.5,13.6,1.1,0.3,2,0.5,9.42,3.8,14.4,15.9,33.3,32.4,1.78,47.8,14.6,15,45,1115,4.4,,,,,0.65,815,5.3,486.77,684.58,33,21.4,28.6,10.5,42.2,10,49.1,11.7,73.7,32.2,0.29,0.06,5.79,9.98,8,13.56,9.5,22.21
NODB6F1,m,DBF1M01,89849,124,107.6,221,110,8.43,84.1,10.9,1.7,0.3,2.2,0.8,9.83,3.5,14,16.1,31.8,30.6,1.58,50.8,15.3,15.9,49.9,1243,4.9,,,,,1.19,776,9.2,519.64,546.5,27,23.8,30.6,10.2,39,21.5,44.4,24.3,77.3,29.3,0.31,0.07,5.37,14.21,14.45,19.81,18.88,39.98
NODB6F1,m,DBF1M02,89850,112,101.6,205,128,7.3,86.5,9.9,1.1,0.2,1.4,1,9.63,2.2,13.4,16.2,33,31.7,1.52,49.1,15,15.6,47.3,1230,4.5,,,,,0.83,807,6.7,489.12,655.78,35,23,29.9,10.1,38.8,14,45,16.2,74.4,29.2,0.31,0.06,5.54,13.64,13.35,19.62,17.57,37.49
NODB6F1,m,DBF1M03,89851,116,103.1,170,145,7.55,83.6,12.7,1.2,0.2,1.5,0.8,9.67,2.9,14.2,16.2,32.1,31,1.58,50.6,15.2,15.7,48.9,1257,4.6,,,,,0.73,814,5.9,443.91,532.74,35,23.4,29.6,9.5,38.5,15.5,44.9,18.3,73.7,29.6,0.32,0.07,5.67,14.3,13.95,24.55,18.88,40.19
NODB6F1,m,DBF1M04,89852,117,104.1,157,100,6.84,86.5,8.8,1.3,0.1,2.6,0.8,9.67,3.1,13.8,16,32.6,31.5,1.61,49,14.9,15.4,47.4,1171,4.5,,,,,0.72,800,5.7,495.66,744.69,32,24.1,30.5,9.7,38.1,15.5,44,17.9,75,28.9,0.31,0.07,5.36,13.55,14.9,20.17,19.25,39.5
NODB6F1,m,DBF1M05,90725,114,107.4,168,122,4.7,77.1,18.3,2.2,0.1,2.1,0.3,9.71,3.1,13.3,15.9,32.7,31.3,1.71,48.5,14.8,15.4,47.2,1260,4.4,,,,,0.57,847,4.9,376.36,220.32,32,14.9,19.2,9.8,39.4,1,46.8,1.3,70.9,30.1,0.29,0.06,6.03,12.2,11.2,14.47,13.56,30.2
NODCASTF1,f,DFF1F01,86318,60,50.9,178,68,1.76,74.8,21.4,0.9,0.4,2.2,0.4,9.25,3.6,15.7,16,34.1,32.3,1.89,47,14,14.8,43.5,1311,5.9,,,,,1.88,817,15.4,554.47,833.34,29,21.2,28.3,10.5,43.1,11,50.2,12.2,73.4,33.1,0.31,0.07,6.06,9.67,7.9,11.1,9.2,20.7
NODCASTF1,f,DFF1F02,93514,66,57.3,173,156,5.75,76,12.4,0.8,0.3,10.4,0.2,10.42,3,15.1,15.3,32.6,31.4,2.36,47,15.4,16,49,1054,6,,,,,0.82,819,6.7,585.2,623.83,34,21.1,28.2,10.5,42,15,49.1,17.3,73.3,32,0.33,0.07,5.95,9.55,8.15,13.08,9.65,21.94
NODCASTF1,f,DFF1F03,93515,69,58.8,191,159,5.47,86.3,9.5,1.1,0.3,2.6,0.2,9.66,3.5,15,16.1,34.9,32.3,2.51,46.2,14.4,15.6,44.6,1679,8.9,,,,,2.31,808,18.7,347.47,439.11,34,20.3,27.5,10.5,44,12,51,12.1,74.3,33.9,0.33,0.07,5.91,9.69,8.45,12.26,9.94,22.76
NODCASTF1,f,DFF1F04,93516,73,60.4,201,190,7.62,82.4,14.6,0.5,0.4,1.7,0.4,9.96,4.2,14.7,15.7,33.9,32.6,2.5,46.3,15,15.6,46.2,1175,5.2,,,,,1.38,804,11.1,391.92,536.03,35,18.7,26.1,10.6,44,12,51,13.4,74.6,34,,,,,,,,
NODCASTF1,f,DFF1F05,93517,70,61.2,195,172,6.65,81,13.4,0.3,0.3,4.6,0.4,10.02,3.9,14.8,16.1,33.7,32,2.39,47.8,15.4,16.2,47.9,1154,6.1,,,,,1.97,818,16.1,593.75,650.92,33,20.9,28,10.6,39.8,14,46.4,15.6,73.4,29.6,0.3,0.07,5.7,10.45,8.4,12.36,9.89,22.2
NODCASTF1,m,DFF1M01,93518,122,97.3,224,255,7.6,88.2,8.7,1.1,0.2,1.3,0.5,10.32,4.3,13.8,15.5,33.4,31.4,2.39,46.4,15.1,16,47.9,1581,6.8,,,,,0.63,899,5.7,0.42,0.5,37,19.5,26.2,9.8,38.7,7,47.4,8.9,66.7,29.4,0.3,0.06,5.69,12.91,12.15,16.3,15.02,33.35
NODCASTF1,m,DFF1M02,93519,105,91,253,242,6.11,85.8,10.2,1.1,0.2,2.3,0.3,10.14,4.1,14,15.8,34,31.5,2.42,46.6,14.9,16.1,47.3,1480,9.1,,,,,2.14,769,16.5,318.47,234.38,36,22.2,29.8,10.9,44.4,13.5,50.3,14.7,78,34,0.31,0.06,5.54,12.22,12.15,19.26,15.53,33.46
NODCASTF1,m,DFF1M03,93520,109,90,224,208,6.7,83.9,11.7,1.4,0.6,2,0.4,10,5.1,14.3,15.3,34,32.5,2.59,44.8,14.6,15.3,44.8,1454,7.3,,,,,1.32,849,11.2,415.1,351.97,33,21.3,27.9,10,40.8,13,48.6,15.9,70.7,31.3,0.3,0.06,5.52,12.22,12,19.34,15.38,33.31
NODCASTF1,m,DFF1M04,93521,102,88.5,250,159,6.75,86.8,9.9,1.2,0.5,1.3,0.3,10.56,4.4,14.1,15.5,34.1,32,2.47,45.5,15.4,16.4,48.1,1301,5,,,,,1.71,770,13.2,482.76,440.87,33,22.4,30,10.9,45.6,7.5,51.7,7.1,77.9,35.3,0.31,0.06,5.95,12.23,11.75,14.28,14.24,31.81
NODCASTF1,m,DFF1M05,93522,112,92.8,222,214,6.24,88,8.6,1.2,0.2,1.5,0.5,10.47,3.5,13.3,15.4,33.6,31.8,2.38,45.9,15.3,16.2,48,1259,5.2,,,,,1.68,766,12.9,527.75,594.75,30,19.2,26.8,11,46.5,5.5,52.5,5.2,78.3,35.9,0.34,0.07,6.13,12.81,13.2,14.53,15.74,35.95
NODNZOF1,f,DEF1F01,89859,112,98.3,162,149,3.59,85.6,10.6,0.9,0.2,2.2,0.6,9.39,2.1,13.7,16.2,32.8,31.7,1.71,49.4,14.7,15.2,46.4,1118,4.6,644,108,143,17.3,3.12,718,22.4,472.27,668.28,26,23.8,30.8,10.5,43.8,12,47.9,12,83.6,33.8,0.32,0.07,5.36,13.79,11.8,24.98,17.17,36.66
NODNZOF1,f,DEF1F02,89860,97,93.4,173,116,2.99,85.4,9.4,1.3,0.3,3,0.6,9.47,3.2,14.4,16.1,32.6,31.7,1.76,49.4,14.9,15.3,46.8,1188,4.5,503,132,119,32.6,1.43,784,11.2,332.4,322.24,29,23.8,31.1,10.3,38.1,13.5,43.6,15.1,76.6,28.3,0.29,0.06,5.04,13.81,11.55,27.96,17.62,37.11
NODNZOF1,f,DEF1F03,89861,107,91.5,153,146,4.72,84.1,11.4,1.1,0.4,2.2,0.8,9.08,3.9,13.9,16.1,32.6,31.9,1.73,49.3,14.3,14.6,44.7,1242,4.6,466,78.1,111,53.3,0.96,735,7.1,403.23,422.59,29,16.4,23.4,10.5,44.6,14,49.3,15.3,81.6,34.6,0.31,0.07,5.18,12.73,11.3,27.93,16.31,34.03
NODNZOF1,f,DEF1F04,89862,109,95.7,152,174,4.17,84.1,11.4,0.9,0.2,2.8,0.6,9.37,3.7,14.1,16.2,32.6,31.6,1.72,49.6,14.7,15.2,46.5,1074,4.6,450,72.6,123,29.8,0.65,815,5.3,552.38,628.66,31,23.1,30,10.2,38.7,20.5,45.1,24,73.7,29,0.32,0.06,5.43,12.94,11.4,26.32,16.44,34.57
NODNZOF1,f,DEF1F05,91737,130,115,172,159,4.58,84.8,10.6,1,0.2,2.8,0.5,9.89,3.6,13.8,16.1,33.7,32.7,1.71,47.6,15.4,15.9,47.1,1181,4.5,,,,,1.58,762,12,307.82,329.76,30,23.4,30.9,10.7,40.7,21.5,45.8,23.6,78.8,30.5,0.31,0.07,5.67,12.34,11,22.55,14.76,31.46
NODNZOF1,m,DEF1M01,89863,152,136,160,188,6.79,80.6,12.6,2,0.2,3.7,0.9,9.58,3.8,14.1,16.1,31.7,31,1.72,50.7,15.1,15.4,48.6,1395,4.6,466,35.3,132,13.7,1.06,823,8.8,351.95,320.78,32,23,29.7,10.2,35.6,20,41.7,23.2,72.9,25.9,0.28,0.05,5.14,13.97,13.15,25.44,18.24,37.84
NODNZOF1,m,DEF1M02,89864,163,149.3,165,225,5.51,82.1,13.8,1.4,0.3,1.7,0.6,9.62,3.2,13.8,16.2,32.5,31.5,1.7,49.8,15.1,15.6,47.9,1451,4.6,319,57.9,63,7.61,0.59,788,4.6,388.19,513.05,31,23,30.1,10.4,38.9,21.5,44.6,24.8,76.2,29,0.3,0.06,5.11,15.88,16.1,28.72,24.23,49.76
NODNZOF1,m,DEF1M03,89865,161,141.1,166,208,5.71,82.9,11.9,1.6,0.3,2.7,0.6,9.71,3.5,13.6,15.9,32,31.1,1.67,49.5,14.9,15.4,48.1,1329,4.6,457,84.1,109,36.6,0.8,764,6.1,292.65,308.67,32,23.8,31.2,10.6,40.3,22,45.4,24.8,78.6,30.1,0.3,0.07,5.2,15.14,14,27.42,20.57,43.39
NODNZOF1,m,DEF1M04,89866,156,138.2,181,233,4.53,69.7,13.1,1.6,0.2,15,0.4,9.61,3.7,13.6,15.9,32.1,31.3,1.75,49.5,14.9,15.2,47.6,1156,4.5,459,80.2,118,34.9,1.2,791,9.5,341.78,554.5,32,20.9,28.5,10.8,39.1,18.5,44.9,21.1,75.9,28.8,0.3,0.06,5.13,14.57,14.55,29.04,21.65,44.21
NODNZOF1,m,DEF1M05,89867,176,155,174,307,4.99,82.8,10.5,1.2,0.3,4.9,0.3,9.84,2.9,13.5,16,32.2,31.3,1.65,49.6,15.3,15.7,48.8,1146,4.5,,,,,1.03,762,7.8,306.79,484.75,30,23.2,30.4,10.5,43.4,11,48.9,11.7,78.8,33.4,0.3,0.06,5.31,16.03,15.15,29.63,22.98,48.64
NODPWKF1,f,DGF1F01,81899,78,66.65,139.5,141,5.85,81.9,13.4,1.6,0.2,2.5,0.5,10.16,2.7,15.5,16,33.5,31.4,1.79,47.7,15.3,16.2,48.5,1099,6.3,,,,,0.73,836,6.1,474.61,585,28,23.7,29.2,9.6,37.3,12,44.1,14,71.8,28.3,0.24,0.06,5.04,8.77,7,12.65,8.33,18.19
NODPWKF1,f,DGF1F02,81900,80,74.2,146,122.5,6.81,84.9,11.3,1.3,0.3,1.7,0.4,10,2.6,14.6,16.2,34.2,31.8,1.85,47.2,15,16.2,47.2,1226,7.6,678,77.3,134,20.6,1.15,802,9.2,285.84,387.45,29,22.5,30.3,12.4,42.8,10.5,49.5,11.9,74.8,30.9,0.25,0.06,4.91,8.93,7.6,12.46,8.97,19.6
NODPWKF1,f,DGF1F03,81901,79,69.65,148,126.5,4.63,73.8,22.5,0.7,0,2.7,0.3,9.82,2.8,16.7,16.2,34.3,31.9,1.99,47.1,14.8,15.9,46.3,1268,6.4,547,37.8,109,32.2,1.89,749,14.2,583.81,610.96,29,22.7,30.4,12,40,24.5,44.6,27.4,80.1,28.5,0.25,0.06,5.22,9.06,7.1,12.29,8.38,18.83
NODPWKF1,f,DGF1F04,81902,70,63.6,143,133.5,5.44,74.1,20.8,1.3,0.2,3.4,0.2,9.82,2.9,15.6,16.1,34,32.1,1.93,47.4,14.9,15.8,46.5,1117,6.9,543,11.2,81.9,45.3,0.93,792,7.4,413.48,428.08,33,23.5,30.7,11.9,37.5,23,43.2,26.6,75.7,26.2,0.26,0.06,5.28,9.18,7.3,11.73,8.55,18.78
NODPWKF1,f,DGF1F05,93644,79,70.4,154,138,9.24,75.4,15,0.8,0.3,7.9,0.6,10.34,1.6,13,16,32.9,32.2,2.34,48.5,16.2,16.5,50.1,1034,4.6,,,,,0.41,842,3.4,644.75,781.81,28,20.2,26.9,10.3,38.3,13.5,45.4,16,71.2,28.5,0.25,0.06,5.48,9.37,6.65,14.69,8.02,18.12
NODPWKF1,f,DGF1F06,93645,85,72.1,136,153,6,79.5,17.6,0.5,0.3,1.6,0.3,9.19,2.3,13.5,16.3,33.7,33,2.45,48.4,14.7,15,44.4,991,4.5,,,,,1.54,829,12.8,514.29,661.58,26,21.9,28.7,10.3,38.9,16.5,45.7,18.9,72.4,29.1,0.24,0.06,5.37,9.28,6.7,12.59,8.01,17.88
NODPWKF1,f,DGF1F07,93646,82,76.4,163,131,9.28,82.1,15,0.3,0.4,1.7,0.6,9.44,2,13.6,16.6,33.9,32.8,2.4,49,15.2,15.7,46.2,1001,4.4,,,,,1.55,816,12.6,462.38,627.35,27,22.4,29.3,10.3,40.1,20.5,46.8,24.5,73.6,30.4,0.26,0.07,5.53,8.66,6.25,18.32,7.6,17.39
NODPWKF1,m,DGF1M01,81903,97.5,78.25,171,215.5,5.89,78.2,17.7,1.3,0.1,2.4,0.3,10.75,2.8,14.4,15.6,33.9,31.4,1.8,46.1,15.6,16.8,49.5,1427,5.5,591,20.9,150,25.1,2.95,803,23.7,361.85,324.98,33,23,30.2,10.7,40.3,17.5,46.6,22.4,74.8,30,0.26,0.06,5.63,10.74,9.45,12.28,11.32,24.76
NODPWKF1,m,DGF1M02,81904,88,76.8,175.5,159.5,4.49,78.8,16.3,1.6,0.2,2.7,0.4,9.79,3.6,15.5,15.9,34.2,31.4,1.95,46.4,14.3,15.5,45.4,1238,6.4,,,,,2.4,701,16.8,374.03,270.78,27,24.3,31.3,10.7,43.6,25,47.2,28.4,85.6,33.4,0.29,0.06,5.85,11.1,10.2,11.55,11.94,26.07
NODPWKF1,m,DGF1M03,81905,88.5,78.65,175.5,135.5,6.68,77.4,18.9,1.3,0.2,2,0.3,10.1,3.8,14.8,15.6,34.3,31.9,2.02,45.5,14.7,15.7,45.9,1356,6.5,642,61.6,138,13.8,0.57,817,4.7,291.77,320.71,30,19.7,27,11.5,41.4,13.5,48.4,15.9,73.5,30.4,0.28,0.06,5.82,10.59,9.25,12.54,11.04,24.44
NODPWKF1,m,DGF1M04,81906,89,77.9,187,116,4.1,79.5,17.1,1.1,0.1,2.1,0.2,10.46,3.7,14.8,15.5,33.5,31.5,1.87,46.3,15.3,16.2,48.5,1309,6,593,59.9,119,43.2,0.89,804,7.2,377.55,416.8,30,20.2,27.2,10.2,38.6,20,44.6,23.4,74.7,28.8,0.27,0.06,5.76,11.01,9.8,11.41,11.5,25.07
NODPWKF1,m,DGF1M05,81907,92.5,78.9,163.5,159.5,5.12,75.9,18.4,1.2,0.1,3.9,0.6,10.76,3.1,14.3,15.8,33.2,30.5,1.76,47.6,15.6,17,51.2,1305,8.3,474,127,115,38,1.48,800,11.8,587.07,689.24,25,22.4,29.3,10.3,37.3,16.5,43.1,18.4,75,27.5,0.27,0.06,5.68,10.97,9.65,13.32,11.44,25.19
NODWSBF1,f,DHF1F01,81174,87,73.6,147,113.5,5.68,77.9,16.9,1.8,0.1,2.8,0.5,9.53,3.7,15.2,16.7,34.4,31.4,1.65,48.4,14.5,15.9,46.1,960,5,,,,,,,,,,,,,,,,,,,,0.3,0.08,5.57,9.59,8,11.53,9.28,23.56
NODWSBF1,f,DHF1F02,81175,81,71.15,195.5,107.5,5.14,78.1,17.5,1.1,0.1,3.1,0.2,9.28,4.8,15.4,16.8,34.7,32,1.7,48.3,14.4,15.6,44.9,1028,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODWSBF1,f,DHF1F03,81176,99,74.55,169,101.5,2.86,84,11.5,1.3,0.1,2.7,0.4,9.74,2.4,14.1,16,34,31.6,1.64,47.1,14.5,15.6,45.9,1071,8.3,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.06,9.16,7.35,13.13,8.75,19.64
NODWSBF1,f,DHF1F04,81177,91,75.6,137.5,94,6.43,76.8,15.3,1.2,0.1,6.2,0.4,9.73,2.6,14.6,16.3,34.5,31.7,1.58,47.3,14.6,15.9,46,1088,10,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.31,9.05,6.9,12.26,8.19,18.32
NODWSBF1,f,DHF1F05,87469,88,74,133,64,5.55,87.6,8,0.9,0.1,3.2,0.3,9.42,3,16.6,16.3,32.3,31,1.69,50.6,14.8,15.4,47.6,1120,5,,,,,,,,,,,,,,,,,,,,0.29,0.07,5.57,8.69,7.05,12.85,8.52,19.04
NODWSBF1,m,DHF1M01,81178,123,106.2,209.5,104.5,3.76,79.7,14.8,1.5,0.1,3.5,0.4,9.91,3.7,13.5,16.2,34.9,32.2,1.72,46.3,14.8,16,45.9,1268,6.3,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.42,10.1,9.15,12.4,10.75,23.55
NODWSBF1,m,DHF1M02,81179,135.5,113.6,198,91,5.88,81.1,14.5,1.8,0.1,2.3,0.2,10.29,2.9,13.2,16.1,34.1,31.7,1.62,47.1,15.4,16.5,48.5,1191,6.7,,,,,,,,,,,,,,,,,,,,0.28,0.07,5.57,10.46,10,11.03,11.65,23.52
NODWSBF1,m,DHF1M03,81180,139,118.3,187.5,124,7.12,78.6,11.6,2.8,0.1,6.7,0.3,10.92,2,13.3,16,33,30.8,1.69,48.4,16.3,17.4,52.8,994,5,,,,,,,,,,,,,,,,,,,,0.28,0.06,5.69,10.55,9.8,15.89,11.74,23.52
NODWSBF1,m,DHF1M04,81181,126.5,109.8,194.5,104,6.24,79.9,13.5,2.5,0.2,3.5,0.5,9.18,3.4,14.2,16.8,35,30.7,1.87,48.2,13.6,15.5,44.2,1178,13,,,,,,,,,,,,,,,,,,,,0.28,0.06,5.73,10.55,9.6,11.12,11.13,24.59
NODWSBF1,m,DHF1M05,81182,120.5,104.7,177,104.5,7.99,79.6,14.6,2,0.2,3,0.5,10.14,3.5,13.8,16.2,34.3,31.6,1.71,47.2,15.1,16.4,47.9,1310,6,,,,,,,,,,,,,,,,,,,,0.25,0.06,5.5,10.4,9.3,13.88,11.05,23.96
NZO/HlLtJ,f,EEF1F01,92316,171,150.5,195,148,5.45,77.8,18.65,0.95,0.35,1.75,0.55,11.08,2.15,15.7,13.2,29.05,30.45,2.13,45.35,15.3,14.6,50.25,1037.5,5.35,,,,,1.26,779,9.8,454.63,534.54,30,23.5,31,11.3,42,12,47.8,13.5,77,31.1,0.21,0.05,3.96,15.79,10.85,41.83,22.2,50.9
NZO/HlLtJ,f,EEF1F02,92317,196,168.5,193,274,5.59,77.7,15.85,1.25,0.2,4.25,0.7,10.83,2.45,16.15,14.55,31.95,30.25,2.1,45.6,14.95,15.8,49.35,1126.5,5.4,,,,,0.56,756,4.2,446.71,546.63,31,24.4,31.9,11.5,43.2,17,48.6,19.1,79.3,32.2,0.27,0.06,5.31,16.43,11.3,45.34,21.77,45.79
NZO/HlLtJ,f,EEF1F03,92318,221,191.9,220,165,6.08,75.15,19.55,1.5,0.2,2.95,0.55,10.73,2.6,15.9,14.7,31.85,30.25,2.09,46.15,15,15.8,49.5,928,5.25,,,,,0.75,782,5.9,307.63,404.86,35,21.9,29.4,11,44.5,14,50.8,16.5,76.7,34,0.26,0.05,4.79,19,12.8,45.92,27.44,56.24
NZO/HlLtJ,f,EEF1F04,92319,184,156.5,209,199,4.88,72.1,18.75,1.2,0.25,7.15,0.6,10.91,2.3,15.7,14.65,32.2,30.4,2.11,45.5,15.05,16,49.6,1010,5.25,,,,,0.54,800,4.3,318.43,572.18,29,23,30.1,10.6,39.2,22,45.2,25.4,75,29.1,0.29,0.06,5.52,17.01,11.65,45.64,23.24,47.83
NZO/HlLtJ,f,EEF1F05,92320,182,154.8,190,258,5.13,77.3,17.95,1.35,0.3,2.35,0.7,10.89,1.95,15.65,14.6,32.35,30.55,2.11,45.1,15,15.85,49.1,1004.5,5.3,,,,,4.08,774,31.6,296.43,399.99,31,21.3,28.4,10.7,39.9,10.5,45.4,13.9,77.6,29.7,0.27,0.06,4.95,16.58,11.65,41.55,22.4,48.52
NZO/HlLtJ,m,EEF1M01,92804,234,202.4,236,185,6.62,76.35,19.3,1.5,0.45,1.6,0.8,10.23,1.85,16.65,14.55,32.05,31,2.49,45.3,14.35,14.85,46.35,1359.5,4.7,,,,,0.59,762,4.5,470.54,647.39,32,23.8,31.1,11.3,41.5,18.5,46.8,20.7,78.7,30.8,0.31,0.06,5.67,18.13,15.4,43,30.15,63.83
NZO/HlLtJ,m,EEF1M02,92805,201,171,237,223,7.97,72.6,22.35,1.75,0.55,1.8,0.95,10.17,2.3,16.15,14.6,32.6,31.25,2.56,44.7,14.2,14.85,45.45,1268,4.75,,,,,0.61,729,4.5,439.12,530.35,25,23.9,31.1,10.7,42.1,20,46.4,22.5,82.3,31.9,0.27,0.06,4.71,17.18,15.65,33.83,26.83,57.01
NZO/HlLtJ,m,EEF1M03,92806,188,162.4,212,239,6.51,78.5,17.4,1.9,0.3,1.2,0.7,10.27,3,16.2,14.5,32.3,30.8,2.44,45,14.3,14.9,46.3,1584,4.8,,,,,0.57,759,4.3,579.96,701.89,30,23.8,31.2,12,44.8,9,50.3,10.5,79.1,33.3,0.28,0.05,5.09,18.16,15.4,35.58,27,56.95
NZO/HlLtJ,m,EEF1M04,92807,226,195.7,237,199,6.48,78.4,17.1,1.6,0.2,2,0.7,10.76,2.1,15.6,14.3,32.1,31,2.4,44.6,14.9,15.4,48,1371,4.7,,,,,0.54,745,4,525.2,664.58,34,23,30.7,12.1,46.5,5,51.9,5.7,80.5,34.9,0.31,0.05,5.78,18.12,15,40.61,28.29,59.39
NZO/HlLtJ,m,EEF1M05,92808,213,183,229,211,6.48,76,18.6,0.9,0.3,3.7,0.5,10.53,1.85,15.7,14.3,31.9,31.15,2.47,44.85,14.7,15.05,47.25,1105.5,4.75,,,,,3.32,752,24.9,332.86,445.39,29,21.1,28.7,11.4,41.1,14,46,16.5,79.9,30.3,0.28,0.05,5.05,17.57,15.45,37.66,27.15,57.02
NZO129SF1,f,ECF1F01,86319,136,116.1,193,110,8.36,86.4,8.1,1.2,0.2,3.5,0.6,9.24,2.1,17.7,15.7,34.8,32.3,1.67,45,13.5,14.5,41.6,982,4.7,396,72.4,130,35.6,1.1,692,7.6,314.12,397.73,25,23.9,31.4,11,44.6,15.5,47.9,15.9,86.7,34.1,0.32,0.07,4.98,13.67,10.75,36.82,17.74,37.12
NZO129SF1,f,ECF1F02,86320,138,117,186,100,10.9,84.9,10.8,1.4,0.4,1.6,1,9.73,1.8,16.9,15.1,33.7,32.3,1.68,44.6,14,14.7,43.4,968,4.8,531,61.7,128,22.6,1.42,748,10.6,457.76,666.19,28,21.9,29.4,11,41.9,17.5,46.7,19.5,80.3,31.4,0.28,0.06,5.13,13.66,9,39.58,16.59,34.91
NZO129SF1,f,ECF1F03,86321,135,115.6,199,102,11.32,82.2,13,1.1,0.3,2.7,0.6,9.91,1.9,17.1,15.3,33.8,32.2,1.68,45.4,14.5,15.2,44.9,981,4.6,478,69.6,123,22.8,1.32,779,10.3,418.69,736.78,29,22.5,29.8,10.9,42.4,17.5,48.3,19.5,77.1,32,0.33,0.07,5.67,13.69,9.4,41.17,16.93,35.86
NZO129SF1,f,ECF1F04,86322,139,121.1,183,84,8.87,84.1,12.3,1.2,0.1,1.6,0.7,11.41,3,16.2,15.4,30.8,28.9,1.4,50,16.5,17.6,57,1342,6.9,530,115,108,8.99,1.21,774,9.4,303.98,447.21,31,23,30.3,10.7,40,19,45.5,21.7,77.5,29.8,0.29,0.06,5.14,14.05,9.7,40.94,17.33,36.81
NZO129SF1,f,ECF1F05,86323,141,116.4,185,123,10.3,79.6,14.2,1.3,0.2,3.5,1.1,10.26,1.8,17.5,14.9,33.3,32.4,1.67,44.7,14.8,15.3,45.9,1019,4.8,658,60.1,131,14.9,0.93,749,7,392.45,745.15,29,23.8,31.6,11.5,40.4,21.5,45.2,24,80.1,29.5,0.29,0.06,5.12,13.63,9.8,38.14,17.39,36.6
NZO129SF1,m,ECF1M01,86324,151,131.9,194,125,7.5,82.3,12.8,1.8,0.3,2.2,0.6,10.39,1.9,15.8,15,33.6,32,1.63,44.7,14.9,15.6,46.4,1090,4.6,388,65.4,131,34.1,0.64,764,4.9,274.29,440.47,30,24,31.6,11.1,39.7,21.5,44.8,24.6,78.6,29.1,0.31,0.08,5.17,14.71,13.15,31.65,21.51,44.51
NZO129SF1,m,ECF1M02,93523,167,150.9,183,140,6.92,82.9,11.9,1.7,0.3,2.3,0.9,10.81,2.2,12.6,15.3,32.9,31.5,2.29,46.5,15.8,16.5,50.2,1206,4.6,,,,,0.49,787,3.8,323.26,476.45,29,20.5,27.5,10.6,41.4,19.5,47.5,22.4,76.2,31.3,0.25,0.07,4.66,13.96,11.45,32,18.76,39.73
NZO129SF1,m,ECF1M03,93524,182,163.9,204,168,5.88,86.5,9.6,0.9,0.3,2.1,0.6,10.79,2,13.4,14.8,31.8,31.5,2.27,46.5,15.8,16,50.2,1039,4.5,,,,,7.32,760,55.7,182.32,345.37,31,15.5,20.4,9.1,42.7,18,47.9,18.6,79.3,34.1,0.29,0.06,5.35,14.73,11.55,35.53,19.83,42.04
NZO129SF1,m,ECF1M04,93525,171,150.8,169,198,5.38,79.8,15,1.1,0.5,3,0.6,10.43,1.2,12.7,15.1,33.2,32.1,2.31,45.7,15.3,15.8,47.7,1136,4.5,,,,,1.77,722,12.8,192.43,336.78,31,18.9,23.7,8.8,46,3,50.4,2.9,83.1,37.6,0.27,0.07,4.85,14.63,12.4,29.45,19.62,41.65
NZO129SF1,m,ECF1M05,93526,191,167.4,186,177,6.69,86,10.1,1.2,0.2,1.9,0.6,10.72,1.7,13.1,15.5,32.9,31.4,2.27,47.1,15.9,16.6,50.5,1284,4.4,,,,,0.78,772,6,240.51,492.11,33,24.4,31.2,10.4,40.1,23.5,45.5,26.7,77.7,30.2,0.26,0.06,4.62,15.16,12.5,32.2,20.77,43.94
NZOAF1,f,EAF1F01,81908,120,106,181.5,122.5,4.56,83.2,13.4,1.1,0.2,1.6,0.5,9.49,2.5,14.7,15.6,34.7,32.1,1.67,44.9,13.7,14.8,42.6,990,6.6,718,40.5,143,16.6,0.97,823,8,301.26,435.09,33,21.4,28.2,10,36.3,21,42.5,24.2,73,26.8,0.26,0.06,4.9,14.78,11.25,31.63,18.22,38.17
NZOAF1,f,EAF1F02,81909,106,93.6,165,132.5,5.04,82.4,14.5,1.3,0.1,1.3,0.4,9.97,2.3,14.5,15.2,34.5,32.4,1.73,44.2,14.3,15.2,44,948,5,555,43.1,142,35.6,0.6,801,4.8,324.01,348.05,30,21.4,28.7,10.3,42.7,19,49.3,22.1,74.9,32.9,0.25,0.06,4.55,12.88,9.65,32.3,15.38,32.71
NZOAF1,f,EAF1F03,81910,114,104.1,181.5,137.5,4.91,81.7,14.4,2.1,0.1,1,0.6,9.71,2.8,14.9,15.5,35,32.2,1.82,44.4,13.9,15.1,43.1,1116,5.2,681,48.6,121,11.7,1.45,766,11.1,298.13,365.21,28,23.3,30.6,10.5,37.3,22.5,42.1,25.2,78.3,27.3,0.27,0.06,5.17,14.21,10.6,33.16,16.55,35.47
