strain,sex,id,mouse_num,CHOL,HDL,GLU,TG,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,RBC,pctRetic,RDW,MCH,MCHC,CHCM,HDW,MCV,cHGB,mHGB,HCT,PLT,MPV,pulse,pulse_std,systolic_BP,systolic_BP_std,CV,HR,HRV,R_amplitude,RS_amplitude,N,PQ,PR,QRS,QT,QT_dispersion,QTc,QTc_dispersion,RR,ST,BMC,BMD,bone_area,total_area,LTM,pct_fat,TTM,bw
B6NZOF1,m,BEF1M01,83120,155.5,130.5,188,181.5,4.81,79.5,17.2,1,0.1,1.6,0.6,9.85,4.9,16.7,15.8,33.8,30.3,2.1,46.7,13.9,15.6,46,1338,7,651,55.8,119,9.84,1.41,767,10.8,335.49,366.02,30,14.3,21.9,10.9,43.1,15.5,48.7,17.7,78.3,32.6,0.3,0.06,5.27,15.53,13.95,28.15,21.23,44.1
B6NZOF1,m,BEF1M02,83121,151,132.15,208.5,131.5,4.2,86.9,9.7,0.4,0.2,1.6,1.1,9.39,5.5,16.7,16.3,34.9,30.1,2.21,46.8,13.2,15.3,44,1794,13.2,641,30.3,107,14.2,2.58,666,17.1,322.83,396.48,26,25.3,32.8,10.8,44.7,14,47,13.5,90.2,34.4,0.31,0.06,5.48,14.85,13.55,27.28,19.67,41.54
B6NZOF1,m,BEF1M03,83122,142,125,222.5,132.5,3.81,86.8,10.1,1,0.1,1.6,0.5,10.22,2.4,14.6,15.1,32.6,30.2,1.82,46.3,14.3,15.4,47.3,1260,5.1,592,35,135,11.4,8.89,561,49.9,325.91,385.02,23,29.3,37.9,12,55.7,24.5,53.6,25.8,107.8,44.2,0.31,0.06,5.34,15.42,14.15,30.62,21.21,44.3
B6NZOF1,m,BEF1M04,83123,150,132.05,220.5,141.5,3.62,83.7,12,1.2,0.1,2.1,1,10.26,5,16.4,15.1,32.3,30.2,2.13,46.9,14.6,15.5,48.2,1367,6.4,629,48.1,115,12,1.41,773,10.9,324.21,283.93,32,17,24.4,11.9,40.2,21.5,45.7,24.1,77.6,28.8,0.3,0.06,5.37,15.33,13.5,32.65,21.52,43.8
B6NZOF1,m,BEF1M05,83124,154.5,133.75,216,142.5,4.17,85.7,10.3,1.1,0.1,2,0.8,10.65,3.9,15.6,14.9,31.9,29.9,1.89,46.9,14.9,15.9,49.9,1283,5.1,682,57.7,113,14.2,1.79,769,13.8,448.94,451.24,29,23.7,31.4,11.2,40.3,16.5,45.6,18.1,78.1,29.5,0.3,0.06,5.31,14.88,13.5,27.48,20.1,41.91
B6PWKF1,f,BGF1F01,83125,86,71.6,137.5,160,10.13,90.8,6.9,0.7,0.2,0.9,0.5,9.9,1.5,14.6,15.7,33.1,31.2,1.75,47.4,14.6,15.5,46.9,1256,5,,,,,4.47,663,29.6,311.14,161.31,26,20.2,28.6,11.4,50.4,19.5,52.9,16.5,90.7,39.5,,,,,,,,
B6PWKF1,f,BGF1F02,83126,85,71.3,159,140.5,8.13,88,8.7,0.7,0.2,1.9,0.5,9.89,1.8,14.2,15.6,33.8,31.5,1.87,46.2,14.4,15.4,45.6,1224,6.8,,,,,7.23,495,35.8,502.87,344.01,20,16.5,27.9,14.6,69.9,25.5,63.3,22.7,121.9,55.9,,,,,,,,
B6PWKF1,f,BGF1F03,83127,80,67.25,159.5,130,8.09,90.1,7.7,0.6,0.2,0.7,0.7,9.74,3.2,14.8,15.7,33.6,31.3,1.87,46.8,14.3,15.3,45.6,1345,10.7,,,,,1.17,812,9.5,252.45,325.98,32,22.6,29.4,9.7,36.9,18,42.8,20.8,73.9,27.7,,,,,,,,
B6PWKF1,f,BGF1F04,83128,93.5,75.45,178.5,170.5,8.81,89.6,6.6,0.9,0.2,2.1,0.7,9.96,1.6,14.6,15.5,33.3,31.3,1.88,46.5,14.5,15.4,46.3,1219,6,,,,,6.14,667,40.9,347.08,213.18,26,19.5,28.3,11.8,43.6,31,46,28.4,90.2,32.3,,,,,,,,
B6PWKF1,f,BGF1F05,83129,89.5,72.4,198.5,126.5,12.01,89.8,7.8,0.6,0.2,1,0.5,10.09,1.9,15.1,15.5,33.1,31.4,1.82,46.9,14.8,15.7,47.3,1198,5.2,,,,,8.63,561,48.4,308.16,322.65,22,19.5,30.2,13.4,63.6,27.5,61.4,26.8,107.8,50.6,,,,,,,,
B6PWKF1,f,BGF1F06,91731,87,75.2,149,84,6.86,87.3,9.9,1,0.2,1.2,0.4,10.21,1.5,14,14.9,34.3,33.9,1.77,43.5,15,15.2,44.4,1013,4.4,,,,,,,,,,,,,,,,,,,,0.27,0.06,5.39,10.36,8.45,17.38,10.53,23.43
B6PWKF1,m,BGF1M01,83130,98.5,86.15,233,141.5,7.21,85,12.1,0.8,0.2,1.6,0.3,10.28,2.5,14,15,32.2,30.6,1.83,46.5,14.6,15.4,47.8,1229,4.9,,,,,3.97,764,30.3,212.8,123.41,27,21.6,28.9,10.5,41.2,22,46.4,24.9,78.6,31.2,,,,,,,,
B6PWKF1,m,BGF1M02,83131,97.5,85.9,223.5,157.5,8.81,85.4,10.2,1.2,0.1,2.1,0.9,10.22,2.6,14.4,15.1,32.6,30.6,1.86,46.3,14.4,15.4,47.3,1373,5,,,,,1.03,794,8.2,272.1,354.1,33,20,26.5,9.5,39.9,23,45.9,26.6,75.5,30.8,,,,,,,,
B6PWKF1,m,BGF1M03,83132,88,75.65,192.5,133,7.87,85.8,10,1.1,0.1,2.5,0.5,10.49,2.5,14.5,14.8,31.7,30.3,1.77,46.8,14.9,15.6,49.1,1226,4.9,,,,,2.14,813,17.4,234.82,103.18,32,23.3,30,9.2,36.6,20,42.5,21.5,73.9,27.9,,,,,,,,
B6PWKF1,m,BGF1M04,83133,100.5,83.3,231,238,8.92,86.2,10.4,1.1,0.1,1.5,0.6,10.44,2.4,14.1,15.1,32.6,30.4,1.81,46.3,14.7,15.7,48.4,1404,5.2,,,,,1.1,788,8.7,406.38,127.13,32,22.8,30.4,12.7,42.4,19,48.6,21.3,76.1,30.2,,,,,,,,
B6PWKF1,m,BGF1M05,87461,,,,,6.77,88.6,8.8,0.5,0.1,1.5,0.5,10.51,1.8,14.2,14.5,31.8,31.2,1.57,45.6,15,15.2,48,1194,4.6,,,,,10.32,674,69.5,293.52,138.81,27,23.9,31.5,10.5,46.9,53.5,49.6,52.3,90.3,36.9,0.27,0.06,5.73,10.08,8.9,17.42,10.72,22.99
B6WSBF1,f,BHF1F01,82291,77.5,73.2,204,77,4.4,85.6,10.8,0.7,0.1,2.5,0.3,9.42,4.4,15.9,15.9,34.2,31.6,1.88,46.5,13.9,15,43.8,1496,9.5,,,,,4.5,609,27.4,313.82,340.78,25,26,34.3,11.3,48.5,23,48.8,21.5,98.6,37.6,,,,,,,,
B6WSBF1,f,BHF1F02,82293,79.5,70.95,185,57.5,7.78,86.7,10.3,1.2,0.2,1,0.6,9.68,3.7,14.8,15.8,35.2,32.4,1.72,44.9,14.1,15.3,43.4,1175,6.2,,,,,4.14,729,30.2,316.64,542.95,31,18.1,22.5,9,37.4,31.5,41.3,32.5,82.5,28.9,,,,,,,,
B6WSBF1,f,BHF1F03,82296,80.5,73.75,200.5,67,4.21,86.2,9.2,1.4,0.1,2.7,0.5,9.84,3.8,15.1,15.6,34.1,31.9,1.88,45.8,14.4,15.4,45.1,1370,5.3,,,,,6.36,714,45.4,300.64,368.5,30,23.8,31.3,10.8,48.8,16,53.3,16,84.4,38.5,,,,,,,,
B6WSBF1,f,BHF1F04,82298,83,78.1,191.5,58.5,4.12,85.6,9.5,1,0.2,3.3,0.5,9.63,5.6,15.9,16,35.1,32.4,1.9,45.5,14.2,15.4,43.8,1123,5.4,,,,,3.32,684,22.7,239.73,385.75,30,24,31.7,11.1,44.6,23.5,47.6,24,87.8,34,,,,,,,,
B6WSBF1,f,BHF1F05,82299,83.5,73.75,181.5,75.5,4.46,85.1,7.5,1.3,0.1,5.4,0.6,9.35,3.8,15.6,16.3,34.3,31.2,1.78,47.4,13.8,15.2,44.4,1522,11.8,,,,,3.33,736,24.5,400.85,477.36,28,23.4,31.1,11.1,46.7,18.5,51.8,19.3,81.7,36.1,,,,,,,,
B6WSBF1,m,BHF1M01,82300,96,88.95,180,60.5,4.57,77.5,15.1,2.9,0.1,3.8,0.5,10.18,3.5,14,15.3,33.2,31.3,1.72,46,14.7,15.6,46.8,1204,5.1,,,,,1.92,748,14.3,229.73,258.37,32,23,30.5,10.4,39.6,21,44.2,23.1,80.2,29.7,0.27,0.06,5.37,10.39,9.4,13.65,11.12,24.45
B6WSBF1,m,BHF1M02,82301,104.5,99.1,210,90,6.62,81.6,13.6,2,0.2,2.2,0.5,10.22,3.7,14.1,15.3,33.9,32,1.69,45,14.7,15.6,46,1253,5.3,,,,,5.22,599,31.3,451.19,504.15,25,26.9,34.5,10.9,47.8,25.5,47.7,24.2,100.4,37.4,0.25,0.05,5.19,10.82,10.15,13.38,12.15,26.02
B6WSBF1,m,BHF1M03,82302,105,96.85,231.5,72,7.9,85.4,9.6,1.6,0.2,2.7,0.4,9.68,6.1,14.3,15.8,34.5,31.9,1.87,45.7,14.1,15.3,44.3,1340,6.7,,,,,10.64,806,85.8,218.69,168.63,32,17.7,23.6,10.2,40.4,22,46.9,27.8,75.2,30.8,0.23,0.05,4.78,10.18,9.05,13.43,10.82,23.07
B6WSBF1,m,BHF1M04,82304,105,96.55,216.5,83,4.47,69.5,25.2,1.4,0.1,3.2,0.6,9.43,5.2,15.1,15.5,33.7,31.4,1.81,46,13.6,14.6,43.4,1263,5.8,,,,,1.14,797,9.1,268.39,351.07,30,20.3,27.9,10.5,38.4,17,44.2,19.1,75.3,28.4,0.27,0.07,5.12,10.84,9.95,15.85,12.12,26.27
B6WSBF1,m,BHF1M05,82306,104.5,97.25,207,76.5,7.34,83.9,11.4,1.8,0.1,2.4,0.4,10.25,4.2,14.7,15.2,33.7,31.9,1.73,45.2,14.8,15.6,46.4,1103,5.8,,,,,5.95,638,38,317.43,345.15,24,24.5,33,11.5,47,24,48.4,22.8,94.3,36,0.27,0.06,5.2,10.81,9.8,13.54,11.79,25.14
C57BL/6J,f,BBF1F01,91725,76,65.9,195,92,9.59,90.6,6.7,0.6,0.4,0.9,0.8,9.79,5.6,16.1,14.9,33.2,32.6,2,44.7,14.3,14.6,43.8,923,4.6,,,,,1.7,747,12.7,387.69,517.5,36,23.9,31.3,10.8,41,22.5,45.8,25.4,80.3,30.8,0.2,0.05,4.4,10.61,8.2,22.05,11.28,23.62
C57BL/6J,f,BBF1F02,91726,81,69.7,186,66,9.13,89,7.8,1,0.2,1,1,10.54,5.9,15.6,14.6,31.5,31.8,1.94,46.4,15.5,15.4,48.9,1014,4.7,,,,,2.1,722,15.2,364.1,530.15,29,23.9,30.9,10.4,41.9,28.5,46,31.9,83.1,32.1,0.23,0.06,4.78,10.16,8.25,18.69,10.51,22.32
C57BL/6J,f,BBF1F03,91727,82,73.4,156,85,10.74,87.5,8.1,1.3,0.3,1.5,1.2,9.89,3.9,15.6,14.5,32.9,32.7,1.98,44,14.3,14.3,43.6,1095,4.5,,,,,1.74,719,12.5,269.2,387.16,29,18.3,22.7,8.8,45.8,2.5,50.2,2.9,83.5,37.5,0.2,0.06,4.37,9.16,7,19.08,9.35,19.61
C57BL/6J,f,BBF1F04,93777,77,64.6,195,91,11.3,89.7,5.8,0.6,0.4,1.8,1.7,9.77,3.2,16.3,15.3,31.7,31.1,2.41,48.2,14.6,14.9,47,936,4.8,,,,,1.2,740,8.9,476.06,596.88,29,26.6,32.9,9.9,40.9,23.5,45.4,26.2,81.1,31.5,0.26,0.06,5.43,10.97,9,15.97,11.14,24.57
C57BL/6J,f,BBF1F05,93778,81,70.4,189,74,10.34,91.5,5.7,0.4,0.4,1.3,0.6,9.76,2.5,16.2,15.2,32.4,31.6,2.46,46.8,14.5,14.8,45.7,1078,4.7,,,,,1.46,792,11.5,678.16,661.59,32,24.3,30.5,10.2,39.9,21.5,45.9,24.2,75.7,30.3,0.25,0.06,5.07,10.29,8.45,14.37,10.42,22.77
C57BL/6J,m,BBF1M01,91728,104,92.2,233,77,9.6,84.9,10.6,1.4,0.2,1.5,1.3,10.31,3,14.9,14.5,32.2,32.1,1.83,45.1,14.9,15,46.5,1083,4.5,,,,,2.34,689,16.1,427.54,503.61,31,22.5,29.5,10.4,42.4,13.5,45.5,14.4,87.2,32.5,0.22,0.05,4.75,12.1,10.3,23.66,14.15,29.57
C57BL/6J,m,BBF1M02,91729,106,93.1,250,125,8.94,89.3,6.7,1.1,0.4,1.7,0.9,10.41,2.6,15,14.4,31.9,32.2,1.83,45.3,15.2,15,47.1,1151,4.5,,,,,0.48,781,3.8,417.4,582.15,29,22.8,29.7,10.2,40.6,20,46.3,22.9,76.8,30.9,0.22,0.05,4.54,13.08,10.85,27.5,16.18,33.46
C57BL/6J,m,BBF1M03,91730,102,89.8,229,91,10.91,86.8,8.8,1.4,0.2,1.7,1.2,10.4,2.9,14,14.6,31.7,31.4,1.72,46.2,15.1,15.2,48,1125,4.6,,,,,0.8,768,6.1,453.32,560.31,29,23.4,30.6,10.7,40.4,20,45.7,22.8,78.2,30.1,0.2,0.05,4.62,10.51,9.1,21.42,11.94,24.96
C57BL/6J,m,BBF1M04,93779,106,95.8,237,95,8.47,85.2,10.4,0.5,0.4,1.2,2.3,9.33,3.6,16.9,15.2,31.2,30.6,2.4,48.6,13.9,14.2,45.3,1178,4.9,,,,,1.25,791,9.9,360.61,477.47,31,23.3,30.4,10.2,39.8,22,45.7,24.8,75.8,30.1,0.27,0.06,5.43,11.46,11.2,15.28,13.59,29.09
C57BL/6J,m,BBF1M05,93780,119,107.3,235,124,7.37,84.7,9.8,1.5,0.2,1.6,2.3,9.4,2.3,15.1,15.1,32.2,31.3,2.44,46.8,13.8,14.2,43.9,1222,4.6,,,,,0.54,802,4.3,396.37,488.8,29,23.4,30.3,10.2,39.5,22.5,45.7,26.1,74.9,29.8,0.27,0.06,5.3,12.25,11.7,19.9,14.88,31.81
CAST/EiJ,f,FFF1F01,91756,68,51.5,190,152,7.44,84.7,10.4,1.3,0.1,3.2,0.3,9.92,2.8,18.9,14.7,33.3,32.3,1.99,44.1,14.1,14.5,43.7,1120,7.9,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.13,7.37,5.35,14.15,6.53,14.11
CAST/EiJ,f,FFF1F02,91757,72,54,201,143,5.84,79.5,13.1,1.2,0.3,5.6,0.3,9.85,3.1,18.4,14.4,33.2,32.1,2.02,43.4,13.7,14.2,42.8,1144,7.5,,,,,,,,,,,,,,,,,,,,0.15,0.05,3.59,6.91,5.15,14.55,6.35,13.55
CAST/EiJ,f,FFF1F03,92815,81,53.8,202,155,7.72,86.2,10.2,1.5,0.3,1.3,0.5,9.43,3.6,20.2,14.9,33.6,31.7,2.98,44.5,13.3,14.1,42,1014,6.3,,,,,,,,,,,,,,,,,,,,0.16,0.05,3.77,6.33,4.5,12.69,5.39,11.97
CAST/EiJ,f,FFF1F04,92816,75,52.3,205,163,6.94,85.8,10.2,1.3,0.2,1.6,0.9,9.48,2.7,18.8,14.1,32.7,31.5,2.81,43.1,12.9,13.4,40.9,1291,6.2,,,,,,,,,,,,,,,,,,,,0.16,0.04,3.7,6.55,4.9,13.45,5.94,13.02
CAST/EiJ,f,FFF1F05,92817,74,44.6,206,178,6.48,85,11.3,0.9,0.3,2.1,0.4,10.03,2.5,20.5,14.6,33,31.5,2.8,44.3,14,14.7,44.4,1386,6.3,,,,,,,,,,,,,,,,,,,,0.15,0.05,3.57,6.55,4.4,17.49,5.67,12.28
CAST/EiJ,m,FFF1M01,91758,87,58.6,246,295,6.23,77.4,14.3,1.1,0.3,6.4,0.4,10.01,3,18.7,14.4,33.6,32.8,2.11,43,14.1,14.5,43,1321,6.9,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.19,8.32,6.5,15.01,8.11,17.38
CAST/EiJ,m,FFF1M02,91759,77,55.4,249,140,7.01,82.9,13.6,1.6,0.3,1.1,0.5,9.7,2.7,18.6,14.1,33.2,32.9,2.19,42.5,13.6,13.7,41.3,1380,6.4,,,,,,,,,,,,,,,,,,,,0.16,0.04,3.8,8.29,6.4,16.17,8.28,17.22
CAST/EiJ,m,FFF1M03,92818,91,66.2,272,313,5.67,81.3,14.4,1.3,0.4,2.2,0.5,9.93,2.7,17.9,14.8,32.8,31.1,2.51,45,13.9,14.7,44.7,1268,6.3,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.09,7.9,6.35,15.97,7.87,17.2
CAST/EiJ,m,FFF1M04,92819,95,66.7,256,274,7.4,85.6,10.8,1.2,0.3,1.7,0.3,9.62,2.4,17.2,14.5,33.3,31.7,2.64,43.7,13.3,14,42,1108,5.3,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.04,8,6.4,14.96,8.08,17.68
CAST/EiJ,m,FFF1M05,428420,92,64.6,254,291,7.35,83.2,11.6,2.4,0.2,1.5,1.1,9.76,0.8,17.5,14.4,36.5,37.4,3.1,39.5,14.4,14,38.5,1082,4.7,,,,,,,,,,,,,,,,,,,,0.16,0.04,3.84,8.86,6.6,18.5,8.7,18.13
CAST/EiJ,m,FFF1M06,428421,91,63.4,226,193,6.87,86.5,9.2,1.1,0.1,2.5,0.5,9.56,1.1,18,14.2,36.4,37.7,3.62,39,14.1,13.6,37.3,1243,4.7,,,,,,,,,,,,,,,,,,,,0.16,0.04,4,8.44,6.35,17.3,8.22,17.79
CAST129SF1,f,FCF1F01,82340,85,77.4,168.5,67,6.76,80.9,8.9,1.1,0.3,8.5,0.3,10.21,3.7,16.3,16,33.5,31.4,1.88,47.8,15.3,16.4,48.8,955,5.4,,,,,1.36,857,11.6,263.19,9.27,35,5.1,11,11.8,40.3,4,48.2,4.2,70,29,0.26,0.07,4.89,8.44,6.85,13.18,8.13,17.8
CAST129SF1,f,FCF1F02,82341,71.5,66.55,178,55.5,8.26,86.4,9.4,0.9,0.1,3.1,0.3,10.13,3.4,16,16,34.7,32.1,1.76,46.1,15,16.2,46.7,1030,5.7,,,,,10.07,570,57.4,304.36,376.58,23,21.5,30.2,13.1,59.1,25.5,57.3,23.5,106.3,46.5,0.28,0.07,5.26,8.63,6.6,13.04,7.97,17.96
CAST129SF1,f,FCF1F03,82342,80.5,71.8,180,85.5,5.01,78.4,7.9,0.7,0,12.6,0.3,10.01,4.3,16.6,16.3,33.5,31.2,1.85,48.6,15.2,16.3,48.7,903,5.4,,,,,8.89,838,74.5,295.83,208.77,30,18.6,24.7,10.4,41.9,13,49.6,19.6,72.1,32,0.26,0.07,4.74,8.93,7.35,11.86,8.61,18.7
CAST129SF1,f,FCF1F04,92321,82,73.4,183,59,7.33,86.4,10.6,0.4,0.2,2,0.4,10.38,2.6,14.2,16,34,31.9,1.58,47.1,15.6,16.6,48.9,967,5.8,,,,,3.32,814,27,386.44,708.19,32,21,28.3,10.8,43.7,17,50.9,21.8,73.8,33.4,0.26,0.06,4.99,8.53,6.6,15.28,7.99,17.69
CAST129SF1,f,FCF1F05,92322,87,77.1,178,74,5.07,87.7,9.1,0.9,0.2,1.9,0.2,10.79,1.7,14.4,16.1,33.8,31.4,1.47,47.6,16.1,17.3,51.4,964,4.9,,,,,1.35,825,11.1,454.88,485.67,29,20.4,27.3,9.8,42.9,3.5,50.3,4.1,72.8,33.6,0.26,0.07,5.06,8.88,6.6,13.52,8,17.89
CAST129SF1,m,FCF1M01,82343,91,80.75,193,93,8,81.7,11.4,1.4,0.2,4.8,0.5,10.34,2.5,14.7,15.7,34.1,32,1.82,45.9,15.2,16.2,47.5,971,5.2,,,,,1.2,861,10.3,219.66,271.53,34,19.4,26.2,9.8,41.2,5.5,49.4,6.4,69.7,31.9,0.25,0.06,4.9,9.41,8.15,11.41,9.53,20.8
CAST129SF1,m,FCF1M02,82344,80.66,70.23,181.33,82.33,4.49,82.9,14.1,0.7,0.1,2,0.2,9.58,4,16.6,16,32.5,30.9,2.01,49.2,14.6,15.3,47.1,1286,5.8,,,,,10.73,794,85.2,257.12,233.89,30,20.2,26.8,11.1,41.9,23,48.1,27.3,76.4,31.3,0.26,0.06,5.19,9.5,7.95,9.81,9.26,20.74
CAST129SF1,m,FCF1M03,83161,95.5,82.15,186,104,7.82,86.3,9.3,1,0.1,2.7,0.6,10.5,1.6,14.8,16,33.9,31.1,1.77,47.2,15.4,16.8,49.6,1200,11.4,,,,,0.97,867,8.4,231.08,3.57,34,5.5,11,11.5,39.8,2,47.9,1.9,69.2,28.8,0.23,0.06,4.69,9.59,7.8,14.74,9.67,21.06
CAST129SF1,m,FCF1M04,83162,89,73.95,190.5,174,7.85,86.4,9.3,1.3,0.2,2.5,0.4,10.24,2,15.1,16.3,34.5,31,1.92,47.4,15.1,16.7,48.5,1179,12.5,,,,,7.67,790,60.6,271.28,275.68,32,19.5,26.1,10.4,42.3,16.5,48.5,20.2,76.3,32.4,0.23,0.06,4.54,9.12,7.7,12.55,9.23,19.75
CAST129SF1,m,FCF1M05,92323,94,80.4,197,61,9.48,86.2,9,1,0.3,2.8,0.6,10.96,2.1,13.9,15.6,33.4,31.3,1.53,46.7,16,17.1,51.2,968,5,,,,,0.74,835,6.2,425.08,174.88,30,11.3,15.6,10.3,32.1,17,37.9,20.1,71.8,22.3,0.22,0.05,4.79,9.34,7.5,14.1,9.1,19.93
CASTAF1,f,FAF1F01,84510,56.5,46.15,170.5,74,3.96,86.1,11.8,0.6,0.2,1.1,0.3,10.19,1.6,14.5,15.4,34.3,32.1,1.68,45,14.7,15.7,45.8,1146,7,,,,,11.15,737,82.2,306.86,131.74,29,19.4,27.6,10.8,48.9,34,53.8,33.4,82.9,38.6,0.24,0.07,4.61,8.18,7,11.67,8.25,18.23
CASTAF1,f,FAF1F02,84511,52,45,187.5,78,4.95,82.4,15,0.9,0.1,1.2,0.3,10.64,1.6,15.3,15.5,34.4,32.4,1.73,44.9,15.5,16.5,47.8,1065,5.4,,,,,4.9,764,37.4,420.96,345.68,26,20.5,28.1,10.2,46.6,10.5,52.7,10.3,78.8,36.9,0.25,0.07,4.69,8.41,7.25,10.95,8.4,18.35
CASTAF1,f,FAF1F03,84512,52.5,44.2,168.5,89,4.58,75.8,20.3,0.7,0.1,2.8,0.3,10.28,1.6,14.9,15.6,35.3,32.7,1.85,44.2,14.9,16.1,45.5,1059,5.3,,,,,2.8,847,23.7,352.52,263.7,33,21.1,27.6,9.1,39.9,18,47.4,21.6,70.9,31.2,0.26,0.07,4.92,8.13,6.95,11.79,8.11,18.21
CASTAF1,f,FAF1F04,91738,69,49.5,187,91,6.65,85.5,10.4,0.9,0.3,2.4,0.4,10.69,2.4,14.5,15.2,34.6,33.5,1.82,43.9,15.7,16.2,46.9,1058,5,,,,,,,,,,,,,,,,,,,,0.24,0.06,4.97,8.38,6.4,12.67,7.69,17.36
CASTAF1,f,FAF1F05,91739,62,51,138,119,6.11,85.2,12,0.7,0.2,1.7,0.3,10.66,1.7,15,15.1,34.2,33.4,1.93,44.1,15.7,16.1,47,1052,5.3,,,,,,,,,,,,,,,,,,,,0.25,0.06,5.06,8.53,6.6,13.67,7.97,17.87
CASTAF1,m,FAF1M01,84513,72.5,61.4,227,144,7.78,84.7,11,1.6,0.1,2.1,0.4,10.74,1.8,14,14.4,33.3,32.8,1.92,43.2,15.2,15.4,46.4,1113,5.1,,,,,4.36,771,33.7,296.52,175.41,28,20,27.7,10.4,45.3,14,51.4,14.1,77.9,35.5,0.22,0.06,4.56,10.2,8.9,15.76,11.05,23.89
CASTAF1,m,FAF1M02,84514,64.5,55.2,226,89,6.73,84.9,9.9,1.4,0.1,3.3,0.4,10.3,2.2,14.2,14.9,34.6,32.4,2.02,43.1,14.4,15.4,44.4,1065,6.3,,,,,12.29,746,91.7,344.57,140.88,28,19.6,27.6,10.7,45.3,35.5,50.4,46,82,35.1,0.22,0.06,4.64,10.09,8.9,16.48,10.97,23.75
CASTAF1,m,FAF1M03,84515,73.5,61,224.5,140.5,9.44,84,11.4,1.9,0.1,2.2,0.4,10.27,2,13.9,15,33.8,32.2,1.7,44.5,14.7,15.4,45.6,1054,6.5,,,,,9.42,777,73.2,362.12,223.81,29,20.4,28.3,10.4,46.5,20,52.6,21.2,78,36.6,0.21,0.05,4.44,9.89,8.65,18.77,11.05,23.52
CASTAF1,m,FAF1M04,84516,71,59.95,230,129.5,7.26,84.8,11.5,1.6,0.2,1.5,0.3,10.82,1.9,14,15,33.6,31.8,1.67,44.7,15.4,16.2,48.4,1152,5.7,,,,,2.02,834,16.9,383.85,271.65,35,17.7,24.6,9.7,42,12.5,49.6,15.1,72,32.8,0.21,0.05,4.37,9.08,8.4,13.1,10.07,21.36
CASTAF1,m,FAF1M05,84518,66.5,58.65,228.5,115,8.91,87.2,9.1,1.7,0.2,1.5,0.4,11.05,1.6,13.6,14.9,34.1,32.2,1.74,43.8,15.6,16.5,48.4,1021,5.9,,,,,6.97,876,61,245.86,48.67,32,14.9,19.9,10.1,38.2,21,46.2,30.1,68.8,28.5,0.21,0.05,4.35,10.64,9.15,18.33,11.64,24.59
CASTB6F1,f,FBF1F01,83823,105.5,82.15,304.5,294,9.84,93.5,3.9,0.6,0.2,1.1,0.8,9.74,2.2,15.2,15.8,33.8,31.2,1.55,46.8,14.2,15.4,45.6,1249,5.5,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.15,8.65,7.05,12.27,8.44,18.79
CASTB6F1,f,FBF1F02,83824,78,66.35,266,189,9.37,88.5,7.9,0.7,0.2,1.8,0.9,10.17,1.2,14.9,15.5,33.9,31.8,1.55,45.9,14.8,15.8,46.6,1078,5.7,,,,,,,,,,,,,,,,,,,,0.24,0.06,4.92,9.29,7.35,12.97,8.78,19.26
CASTB6F1,f,FBF1F03,83825,78,67.75,274.5,164,7.6,87.6,8.7,1.3,0.2,1.5,0.7,10.18,1.6,14.3,15.5,34.3,31.7,1.56,45.1,14.6,15.7,45.9,1230,7.4,,,,,,,,,,,,,,,,,,,,0.24,0.06,4.83,8.26,6.95,12.4,8.35,18.22
CASTB6F1,f,FBF1F04,83826,89.5,76.9,301,198.5,9.01,86.7,6.8,0.6,0.2,5,0.8,10.6,1.1,14.2,15.3,33,31.2,1.51,46.3,15.3,16.2,49.1,956,5.1,,,,,,,,,,,,,,,,,,,,0.23,0.06,4.69,9.05,7.45,12.94,9.04,19.36
CASTB6F1,f,FBF1F05,91740,74,61,211,48,6.83,90.8,6.8,0.4,0.2,1.3,0.4,10.01,4.4,15.6,15.3,33.7,32.7,1.69,45.4,14.9,15.3,45.5,1169,5.3,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.35,8.92,7.3,13.19,8.75,19.66
CASTB6F1,m,FBF1M01,83827,101.5,87.25,314.5,180,6.66,88.4,7.6,1.1,0.2,2,0.7,9.42,2.6,14,15.5,33.6,31.3,1.58,46.1,13.6,14.6,43.4,1344,6,,,,,,,,,,,,,,,,,,,,0.23,0.05,4.57,9.76,9.3,17.4,11.73,24.73
CASTB6F1,m,FBF1M02,83828,86.5,73.9,330,113,9.28,88.7,7.4,1.2,0.2,1.8,0.7,10.37,1.6,13.5,15.3,33.2,31.4,1.55,46,15,15.9,47.7,1306,5.2,,,,,,,,,,,,,,,,,,,,0.25,0.06,5,9.11,8.35,11.91,9.87,21.52
CASTB6F1,m,FBF1M03,91741,78,64.5,239,82,7.55,90.3,5.9,0.5,0.1,2.8,0.4,10.94,3.1,14.5,15.2,32.6,31.3,1.56,46.8,16,16.7,51.2,1183,6.6,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.29,9.99,8.5,13.05,10.23,22.74
